iter	Logloss
385	0.03934360553
386	0.03918124131
387	0.03906250548
388	0.0388676307
389	0.03873078112
390	0.03860960439
391	0.03850060727
392	0.03832448263
393	0.03822004981
394	0.03808699935
395	0.03799418081
396	0.03786809514
397	0.03773959855
398	0.03755453663
399	0.03739546221
400	0.03731586382
401	0.03719444707
402	0.03703428391
403	0.03686159974
404	0.03674261178
405	0.03664828532
406	0.03654965427
407	0.0364563994
408	0.03634516822
409	0.03624612919
410	0.03617260392
411	0.03604798516
412	0.03590033265
413	0.03571880618
414	0.0356267857
415	0.0355513346
416	0.03541983577
417	0.03530088166
418	0.03519786363
419	0.03504401138
420	0.0349339886
421	0.0348316748
422	0.03474810867
423	0.03467384937
424	0.03456958905
425	0.03446604113
426	0.03435637835
427	0.0342755865
428	0.03418143239
429	0.0340690131
430	0.03395324875
431	0.03379615938
432	0.03370291446
433	0.03354774742
434	0.03344694402
435	0.03331804203
436	0.03324687618
437	0.033164439
438	0.03304966573
439	0.03294843304
440	0.03280967076
441	0.03270678385
442	0.03258538771
443	0.03246206039
444	0.03236626151
445	0.03226099658
446	0.03218728443
447	0.03205498117
448	0.03196695169
449	0.03184697429
450	0.03177015174
451	0.0316921608
452	0.0315581134
453	0.03148160035
454	0.03139588899
455	0.03124091267
456	0.0311759239
457	0.03108248265
458	0.03092881811
459	0.03081667704
460	0.03073875456
461	0.03066634818
462	0.03057708217
463	0.03053745749
464	0.03048087755
465	0.03036672119
466	0.03028579405
467	0.03017595717
468	0.03005097199
469	0.02992518315
470	0.02986813651
471	0.02975237999
472	0.02969166588
473	0.02962129615
474	0.02950834736
475	0.02944473451
476	0.02934298772
477	0.02925590702
478	0.02916176276
479	0.0291346465
480	0.02906080603
481	0.02901014255
482	0.02895109152
483	0.02886671259
484	0.02880827705
485	0.02870255959
486	0.02864432883
487	0.02854375002
488	0.02842524929
489	0.02831774815
490	0.02822793142
491	0.02814751526
492	0.02808881577
493	0.02802154744
494	0.02789172876
495	0.0277929918
496	0.02772749403
497	0.02765620337
498	0.02758681197
499	0.02752337533
500	0.02746857252
501	0.02739387591
502	0.0273320306
503	0.02730028012
504	0.02721039662
505	0.02712779449
506	0.02706238838
507	0.02700149907
508	0.02691456371
509	0.02682598343
510	0.02674294432
511	0.02666156674
512	0.02661354802
513	0.0265502657
514	0.02648284971
515	0.02641199931
516	0.02635220184
517	0.02627030938
518	0.02622105677
519	0.02614122374
520	0.02608781056
521	0.02603622469
522	0.02594836213
523	0.02589826084
524	0.0258181625
525	0.02572186585
526	0.02564782091
527	0.0255759683
528	0.02548822689
529	0.02544465749
530	0.02541675873
531	0.02535268094
532	0.02529710597
533	0.02524428716
534	0.02518266998
535	0.02509943865
536	0.02502564865
537	0.02492763843
538	0.02485867828
539	0.0247762501
540	0.02470968931
541	0.02462565053
542	0.02455076623
543	0.02450559463
544	0.02443762789
545	0.02435614882
546	0.02432195085
547	0.02426264497
548	0.02420230731
549	0.02416851531
550	0.02409680933
551	0.02403468859
552	0.02392788691
553	0.02386819596
554	0.02381943873
555	0.02373239151
556	0.02366889191
557	0.02360101026
558	0.02356613255
559	0.02350694674
560	0.02349421999
561	0.02344830925
562	0.02335440381
563	0.0232881725
564	0.02323497377
565	0.02318300939
566	0.02311965987
567	0.02307142009
568	0.0230429529
569	0.02301929414
570	0.02293974815
571	0.02288644226
572	0.02282859791
573	0.02276330806
574	0.02268610337
575	0.02262388059
576	0.02255283735
577	0.02251436266
578	0.0224733828
579	0.02240249199
580	0.0223558769
581	0.02228521775
582	0.02224746385
583	0.02219500369
584	0.02215633215
585	0.02212077453
586	0.02206823937
587	0.02203097129
588	0.02196450185
589	0.0219306589
590	0.02189881065
591	0.02183584104
592	0.02177025648
593	0.0216892147
594	0.0216286372
595	0.0215671878
596	0.02149039874
597	0.02144286313
598	0.02139696912
599	0.02134727633
600	0.02128160042
601	0.02123649889
602	0.02116102953
603	0.02111809811
604	0.02104879294
605	0.02100827874
606	0.02097121485
607	0.02088877439
608	0.020822603
609	0.02079100365
610	0.02076132923
611	0.02071755199
612	0.02065314668
613	0.02060372668
614	0.02055826713
615	0.02050582382
616	0.02046241246
617	0.0203971572
618	0.02034116057
619	0.02027065992
620	0.02023817072
621	0.02017381548
622	0.02012960301
623	0.02008204144
624	0.02002857773
625	0.01997781766
626	0.01992766853
627	0.019879763
628	0.01983643637
629	0.01979314866
630	0.0197431363
631	0.01969374028
632	0.01964932831
633	0.01959090815
634	0.01952405557
635	0.01946010248
636	0.01940835509
637	0.01935779694
638	0.01929973393
639	0.01923368691
640	0.01917960409
641	0.01913018917
642	0.01909928011
643	0.01905600018
644	0.01900456544
645	0.01895526766
646	0.01887896442
647	0.01884000457
648	0.01880662441
649	0.01875219592
650	0.0187235428
651	0.01867179128
652	0.01860989885
653	0.01858182004
654	0.0185441452
655	0.01850518452
656	0.01847865217
657	0.0184174912
658	0.01839036394
659	0.01834020139
660	0.01829558627
661	0.01825251607
662	0.01821380279
663	0.01813316757
664	0.01807842794
665	0.0180449733
666	0.01801732556
667	0.01797375688
668	0.01794947691
669	0.01791689728
670	0.01788484994
671	0.0178617751
672	0.01780946084
673	0.01777465235
674	0.01772677456
675	0.01769592076
676	0.01767110899
677	0.01764293236
678	0.01762966163
679	0.01757874773
680	0.01752960882
681	0.01749616618
682	0.01747209405
683	0.01744393591
684	0.01740368564
685	0.01735828604
686	0.01732705416
687	0.01726736643
688	0.01721807238
689	0.01717729044
690	0.01714459954
691	0.01712437694
692	0.01708224607
693	0.01706087328
694	0.01702829089
695	0.01699268803
696	0.0169538508
697	0.01691556524
698	0.01687176678
699	0.01684038142
700	0.01680936341
701	0.01677105554
702	0.01673786474
703	0.0167049889
704	0.01668449174
705	0.0166378029
706	0.01660068814
707	0.01655493995
708	0.01653293917
709	0.01650286931
710	0.01646051623
711	0.01642303433
712	0.01637843125
713	0.01632539909
714	0.0162765858
715	0.01625007366
716	0.01621797808
717	0.01619428331
718	0.01616469339
719	0.01611395619
720	0.01607932845
721	0.01603348471
722	0.01600475275
723	0.01596796199
724	0.01592934097
725	0.01589701036
726	0.01586792477
727	0.01584217446
728	0.01580826773
729	0.01577668399
730	0.01573432269
731	0.01569827097
732	0.01566115005
733	0.01561497772
734	0.01558915932
735	0.01556291525
736	0.01553493372
737	0.01550845148
738	0.01548727567
739	0.01547396758
740	0.01544748262
741	0.01540365475
742	0.01536714609
743	0.01532240165
744	0.01529003305
745	0.01526223966
746	0.01523812022
747	0.01521144326
748	0.0151730012
749	0.01513893394
750	0.01510546743
751	0.01505291688
752	0.01501970041
753	0.01498316864
754	0.01495364143
755	0.01493117418
756	0.01489366662
757	0.01486525968
758	0.01483431563
759	0.01481094144
760	0.01478269323
761	0.01474922972
762	0.01472297549
763	0.01470008309
764	0.01466201302
765	0.01463702298
766	0.01461086099
767	0.01459246059
768	0.01455777184
769	0.01453161635
770	0.0144931888
771	0.01447182948
772	0.01445188821
773	0.01442906305
774	0.01440093903
775	0.01437801559
776	0.01433722296
777	0.01430458238
778	0.01426941274
779	0.01423966698
780	0.014218199
781	0.01419469681
782	0.01415881818
783	0.01413773315
784	0.01411299292
785	0.01408296127
786	0.01405385882
787	0.01403261379
788	0.01400058095
789	0.01396895599
790	0.01393300282
791	0.01390776206
792	0.01386590765
793	0.01384263467
794	0.01382547831
795	0.01378780826
796	0.01375369003
797	0.01373548483
798	0.01372169704
799	0.01368275041
800	0.01366914083
801	0.01364068818
802	0.01360557092
803	0.0135719907
804	0.01352513822
805	0.01349418384
806	0.01345996607
807	0.01343328813
808	0.01340107582
809	0.01337049629
810	0.0133378945
811	0.01331956701
812	0.01327531399
813	0.01323890357
814	0.01320715113
815	0.01317789797
816	0.0131448057
817	0.01312052864
818	0.01308358441
819	0.01305549391
820	0.01302602729
821	0.01299815508
822	0.01296056825
823	0.01293170181
824	0.01290306153
825	0.01288047601
826	0.01286901608
827	0.01283724962
828	0.01280865031
829	0.01277914189
830	0.01276357813
831	0.01274215694
832	0.01272206119
833	0.01269113726
834	0.01266391257
835	0.01265253394
836	0.01262425628
837	0.01259920967
838	0.01257289743
839	0.01254887774
840	0.0125154071
841	0.01248670974
842	0.01245744523
843	0.01241792416
844	0.01238734187
845	0.01236631889
846	0.01234419125
847	0.01231908645
848	0.0122923325
849	0.01226961719
850	0.01224220102
851	0.01221616457
852	0.01219024555
853	0.01217011618
854	0.01215122052
855	0.01211997047
856	0.01209560952
857	0.01205981738
858	0.01203228518
859	0.01201227387
860	0.01198957146
861	0.01196168321
862	0.01194647635
863	0.01192056049
864	0.0119042389
865	0.01187628321
866	0.0118510559
867	0.01183637849
868	0.01182627142
869	0.01180085756
870	0.01177209121
871	0.01174317209
872	0.01172300962
873	0.01169488435
874	0.01167515297
875	0.0116504264
876	0.01163436294
877	0.01161772825
878	0.01158774172
879	0.01156060596
880	0.01153588986
881	0.01150979316
882	0.01148354215
883	0.01145847145
884	0.01143737995
885	0.01140781855
886	0.01138264522
887	0.01135349231
888	0.01132938482
889	0.01130875693
890	0.01130187763
891	0.01128017881
892	0.01125636302
893	0.01123497232
894	0.01120842647
895	0.01118326969
896	0.01117138166
897	0.01115390562
898	0.01112549636
899	0.01110814849
900	0.01109331186
901	0.01107606811
902	0.01103824766
903	0.01101954948
904	0.01099181792
905	0.01096834983
906	0.0109457661
907	0.01092718299
908	0.01090317277
909	0.01087998277
910	0.01086765075
911	0.01085130885
912	0.01082133563
913	0.01080118894
914	0.01078412194
915	0.01076589187
916	0.01073891501
917	0.01072458797
918	0.01070431996
919	0.01068218517
920	0.01065853097
921	0.0106384607
922	0.01061868186
923	0.01059462377
924	0.01056561967
925	0.01054426044
926	0.01052399361
927	0.01050472328
928	0.01048864522
929	0.01047213475
930	0.01045392841
931	0.0104311626
932	0.01040282551
933	0.01039965242
934	0.01038010603
935	0.01034973821
936	0.01033416785
937	0.01032117778
938	0.01030597801
939	0.01028448294
940	0.01026455972
941	0.01025972601
942	0.01023134493
943	0.01020677801
944	0.01019342347
945	0.0101729867
946	0.01015544435
947	0.01014466141
948	0.01012539984
949	0.01011438508
950	0.01009254812
951	0.01007879348
952	0.01005836635
953	0.01004356875
954	0.0100299006
955	0.01002231228
956	0.01000862566
957	0.01000208742
958	0.009977820658
959	0.009957055254
960	0.009937011882
961	0.009920970124
962	0.009895830166
963	0.009876082177
964	0.009863620033
965	0.009854497058
966	0.009853118626
967	0.009833425793
968	0.00980654816
969	0.009796431246
970	0.00977792106
971	0.009751582974
972	0.009740840401
973	0.009722844594
974	0.009700874818
975	0.009680859116
976	0.009651950236
977	0.009635944038
978	0.009622224887
979	0.009602418624
980	0.009586119536
981	0.009563539454
982	0.009545402143
983	0.009525782102
984	0.009514493875
985	0.009501181907
986	0.009477894704
987	0.009454752501
988	0.009439852409
989	0.009419406566
990	0.009409919995
991	0.009398992616
992	0.009384240949
993	0.009370437873
994	0.009346572986
995	0.009332979375
996	0.009314630446
997	0.009308904801
998	0.009302815486
999	0.009291766566
